text,intent
what's the route to the park nearby from the train station,location_directions
what transport goes to the airport on holidays,location_directions
how far is the resort from downtown,location_directions
directions to the resort from the city center,location_directions
how do I travel to your property by taxi,location_directions
what is the best way to reach the guesthouse from the train station,location_directions
directions to the airport on weekends,location_directions
how far is the lobby using public transport,location_directions
how do I travel to the hotel during night,location_directions
what transport goes to the restaurant by car,location_directions
what's the route to the bus stop in the morning,location_directions
what is the best way to reach the shopping mall by metro,location_directions
how do I get to the parking area by shuttle,location_directions
directions to the spa from the train station,location_directions
how do I travel to downtown from downtown,location_directions
how do I get to the park nearby by taxi,location_directions
how can I find the metro station on weekends,location_directions
what transport goes to the park nearby by foot,location_directions
